"Transcript.stable.ID","Strand","GENE_SYMBOL","GENE_NAME","CYTOBAND"
"ENST00000216214","+","FAM118A","family with sequence similarity 118, member A","hs|22q13.31"
"ENST00000216223","-","IL2RB","interleukin 2 receptor, beta","hs|22q12.3"
"ENST00000216241","-","CHADL","chondroadherin-like","hs|22q13.2"
"ENST00000216252","-","PHF5A","PHD finger protein 5A","hs|22q13.2"
"ENST00000216264","-","CERK","ceramide kinase","hs|22q13.31"
"ENST00000216268","+","ZBED4","zinc finger, BED-type containing 4","hs|22q13.33"
"ENST00000216277","+","PAPOLA","poly(A) polymerase alpha","hs|14q32.2"
"ENST00000216286","-","NID2","nidogen 2 (osteonidogen)","hs|14q22.1"
"ENST00000216294","+","SNAPC1","small nuclear RNA activating complex, polypeptide 1, 43kDa","hs|14q23.2"
"ENST00000216330","-","FKBP3","FK506 binding protein 3, 25kDa","hs|14q21.2"
"ENST00000216336","-","CTSG","cathepsin G","hs|14q12"
"ENST00000216361","+","COCH","coagulation factor C homolog, cochlin (Limulus polyphemus)","hs|14q12"
"ENST00000216361","+","COCH","coagulation factor C homolog, cochlin (Limulus polyphemus)","hs|14q12"
"ENST00000216373","-","SOS2","son of sevenless homolog 2 (Drosophila)","hs|14q21.3"
"ENST00000216392","-","PYGL","phosphorylase, glycogen, liver","hs|14q22.1"
"ENST00000216410","-","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","hs|14q22.1"
"ENST00000216410","-","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","hs|14q22.1"
"ENST00000216416","-","CNIH","cornichon homolog (Drosophila)","hs|14q22.2"
"ENST00000216445","-","C14orf105","chromosome 14 open reading frame 105","hs|14q22.3"
"ENST00000216446","-","PLEK2","pleckstrin 2","hs|14q23.3"
"ENST00000216452","-","PIGH","phosphatidylinositol glycan anchor biosynthesis, class H","hs|14q24.1"
"ENST00000216452","-","PIGH","phosphatidylinositol glycan anchor biosynthesis, class H","hs|14q24.1"
"ENST00000216456","-","VTI1B","vesicle transport through interaction with t-SNAREs homolog 1B (yeast)","hs|14q24.1"
"ENST00000216468","-","TMED8","transmembrane emp24 protein transport domain containing 8","hs|14q24.3"
"ENST00000216471","+","SAMD15","sterile alpha motif domain containing 15","hs|14q24.3"
"ENST00000216481","-","ISM2","isthmin 2 homolog (zebrafish)","hs|14q24.3"
"ENST00000216484","-","SPTLC2","serine palmitoyltransferase, long chain base subunit 2","hs|14q24.3"
"ENST00000216484","-","SPTLC2","serine palmitoyltransferase, long chain base subunit 2","hs|14q24.3"
"ENST00000216513","-","SIX4","SIX homeobox 4","hs|14q23.1"
"ENST00000216513","-","SIX4","SIX homeobox 4","hs|14q23.1"
"ENST00000216540","-","SLC10A1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1","hs|14q24.2"
"ENST00000216554","+","EIF5","eukaryotic translation initiation factor 5","hs|14q32.32"
"ENST00000216554","+","EIF5","eukaryotic translation initiation factor 5","hs|14q32.32"
"ENST00000216554","+","EIF5","eukaryotic translation initiation factor 5","hs|14q32.32"
"ENST00000216629","+","BDKRB1","bradykinin receptor B1","hs|14q32.2"
"ENST00000216629","+","BDKRB1","bradykinin receptor B1","hs|14q32.2"
"ENST00000216733","-","EFS","embryonal Fyn-associated substrate","hs|14q11.2"
"ENST00000216774","+","SRP54","signal recognition particle 54kDa","hs|14q13.2"
"ENST00000216780","+","PCK2","phosphoenolpyruvate carboxykinase 2 (mitochondrial)","hs|14q11.2"
"ENST00000216802","-","PSME2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)","hs|14q12"
"ENST00000216807","+","BRMS1L","breast cancer metastasis-suppressor 1-like","hs|14q13.2"
"ENST00000216832","+","PNN","pinin, desmosome associated protein","hs|14q21.1"
"ENST00000216951","-","GSS","glutathione synthetase","hs|20q11.22"
"ENST00000216962","+","PYGB","phosphorylase, glycogen; brain","hs|20p11.21"
"ENST00000216962","+","PYGB","phosphorylase, glycogen; brain","hs|20p11.21"
"ENST00000216968","+","PROCR","protein C receptor, endothelial","hs|20q11.22"
"ENST00000217043","+","R3HDML","R3H domain containing-like","hs|20q13.12"
"ENST00000217131","-","CTSZ","cathepsin Z","hs|20q13.32"
"ENST00000217133","+","TUBB1","tubulin, beta 1 class VI","hs|20q13.32"
"ENST00000217133","+","TUBB1","tubulin, beta 1 class VI","hs|20q13.32"
"ENST00000217173","-","UBOX5","U-box domain containing 5","hs|20p13"
"ENST00000217173","-","UBOX5","U-box domain containing 5","hs|20p13"
"ENST00000217173","-","UBOX5","U-box domain containing 5","hs|20p13"
"ENST00000217182","-","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","hs|20q13.33"
"ENST00000217188","-","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites","hs|20q13.33"
"ENST00000217233","+","TRIB3","tribbles homolog 3 (Drosophila)","hs|20p13"
"ENST00000217244","-","CSNK2A1","casein kinase 2, alpha 1 polypeptide","hs|20p13"
"ENST00000217246","+","MACROD2","MACRO domain containing 2","hs|20p12.1"
"ENST00000217270","-","PROKR2","prokineticin receptor 2","hs|20p12.3"
"ENST00000217289","-","FERMT1","fermitin family member 1","hs|20p12.3"
"ENST00000217381","-","SNTA1","syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)","hs|20q11.21"
"ENST00000217381","-","SNTA1","syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)","hs|20q11.21"
"ENST00000217386","+","OXT","oxytocin, prepropeptide","hs|20p13"
"ENST00000217402","+","CHMP4B","charged multivesicular body protein 4B","hs|20q11.22"
"ENST00000217402","+","CHMP4B","charged multivesicular body protein 4B","hs|20q11.22"
"ENST00000217420","+","SLC32A1","solute carrier family 32 (GABA vesicular transporter), member 1","hs|20q11.23"
"ENST00000217456","-","C20orf3","chromosome 20 open reading frame 3","hs|20p11.21"
"ENST00000217515","-","TXNL1","thioredoxin-like 1","hs|18q21.31"
"ENST00000217740","+","RNF125","ring finger protein 125","hs|18q12.1"
"ENST00000217800","+","POLI","polymerase (DNA directed) iota","hs|18q21.2"
"ENST00000217885","-","NOX1","NADPH oxidase 1","hs|Xq22.1"
"ENST00000217890","-","ARSD","arylsulfatase D","hs|Xp22.33"
"ENST00000217893","-","TAF9","TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa","hs|5q13.2"
"ENST00000217893","-","TAF9","TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa","hs|5q13.2"
"ENST00000217939","-","MXRA5","matrix-remodelling associated 5","hs|Xp22.33"
"ENST00000217957","+","VSIG1","V-set and immunoglobulin domain containing 1","hs|Xq22.3"
"ENST00000217961","+","STS","steroid sulfatase (microsomal), isozyme S","hs|Xp22.31"
"ENST00000217999","-","RHOXF1","Rhox homeobox family, member 1","hs|Xq24"
"ENST00000218004","+","NXT2","nuclear transport factor 2-like export factor 2","hs|Xq23"
"ENST00000218006","-","GUCY2F","guanylate cyclase 2F, retinal","hs|Xq22.3"
"ENST00000218008","+","ATP1B4","ATPase, Na+/K+ transporting, beta 4 polypeptide","hs|Xq24"
"ENST00000218008","+","ATP1B4","ATPase, Na+/K+ transporting, beta 4 polypeptide","hs|Xq24"
"ENST00000218032","+","TLR8","toll-like receptor 8","hs|Xp22.2"
"ENST00000218099","+","F9","coagulation factor IX","hs|Xq27.1"
"ENST00000218104","+","ABCD1","ATP-binding cassette, sub-family D (ALD), member 1","hs|Xq28"
"ENST00000218176","-","KCND1","potassium voltage-gated channel, Shal-related subfamily, member 1","hs|Xp11.23"
"ENST00000218230","-","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","hs|Xp11.23"
"ENST00000218249","+","RAB40AL","RAB40A, member RAS oncogene family-like","hs|Xq22.1"
"ENST00000218316","+","GPR50","G protein-coupled receptor 50","hs|Xq28"
"ENST00000218328","-","HUWE1","HECT, UBA and WWE domain containing 1","hs|Xp11.22"
"ENST00000218340","+","RP2","retinitis pigmentosa 2 (X-linked recessive)","hs|Xp11.23"
"ENST00000218340","+","RP2","retinitis pigmentosa 2 (X-linked recessive)","hs|Xp11.23"
"ENST00000218388","+","TIMP1","TIMP metallopeptidase inhibitor 1","hs|Xp11.23"
"ENST00000218436","-","ITIH6","inter-alpha-trypsin inhibitor heavy chain family, member 6","hs|Xp11.22"
"ENST00000218652","+","NDFIP2","Nedd4 family interacting protein 2","hs|13q31.1"
"ENST00000218652","+","NDFIP2","Nedd4 family interacting protein 2","hs|13q31.1"
"ENST00000218981","-","DHRS12","dehydrogenase/reductase (SDR family) member 12","hs|13q14.3"
"ENST00000219022","+","OLFM4","olfactomedin 4","hs|13q14.3"
"ENST00000219022","+","OLFM4","olfactomedin 4","hs|13q14.3"
"ENST00000219066","-","NTHL1","nth endonuclease III-like 1 (E. coli)","hs|16p13.3"
"ENST00000219091","+","ZNF205","zinc finger protein 205","hs|16p13.3"
"ENST00000219097","+","ORC6","origin recognition complex, subunit 6","hs|16q11.2"
"ENST00000219097","+","ORC6","origin recognition complex, subunit 6","hs|16q11.2"
"ENST00000219139","+","C16orf70","chromosome 16 open reading frame 70","hs|16q22.1"
"ENST00000219139","+","C16orf70","chromosome 16 open reading frame 70","hs|16q22.1"
"ENST00000219150","+","CORO1A","coronin, actin binding protein, 1A","hs|16p11.2"
"ENST00000219162","+","MT4","metallothionein 4","hs|16q12.2"
"ENST00000219168","+","LYRM1","LYR motif containing 1","hs|16p12.3"
"ENST00000219169","+","NUTF2","nuclear transport factor 2","hs|16q22.1"
"ENST00000219197","-","CBLN1","cerebellin 1 precursor","hs|16q12.1"
"ENST00000219204","+","ARL2BP","ADP-ribosylation factor-like 2 binding protein","hs|16q13"
"ENST00000219207","-","PLLP","plasmolipin","hs|16q13"
"ENST00000219235","+","CCL22","chemokine (C-C motif) ligand 22","hs|16q13"
"ENST00000219240","+","DHODH","dihydroorotate dehydrogenase (quinone)","hs|16q22.2"
"ENST00000219244","+","CCL17","chemokine (C-C motif) ligand 17","hs|16q21"
"ENST00000219251","-","ACD","adrenocortical dysplasia homolog (mouse)","hs|16q22.1"
"ENST00000219252","+","POLR2C","polymerase (RNA) II (DNA directed) polypeptide C, 33kDa","hs|16q21"
"ENST00000219255","+","PARD6A","par-6 partitioning defective 6 homolog alpha (C. elegans)","hs|16q22.1"
"ENST00000219271","+","MMP15","matrix metallopeptidase 15 (membrane-inserted)","hs|16q21"
"ENST00000219271","+","MMP15","matrix metallopeptidase 15 (membrane-inserted)","hs|16q21"
"ENST00000219281","+","C16orf57","chromosome 16 open reading frame 57","hs|16q21"
"ENST00000219302","-","NME3","non-metastatic cells 3, protein expressed in","hs|16p13.3"
"ENST00000219322","+","HAS3","hyaluronan synthase 3","hs|16q22.1"
"ENST00000219334","-","SMPD3","sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)","hs|16q22.1"
"ENST00000219334","-","SMPD3","sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)","hs|16q22.1"
"ENST00000219343","+","SLC7A6","solute carrier family 7 (amino acid transporter light chain, y+L system), member 6","hs|16q22.1"
"ENST00000219343","+","SLC7A6","solute carrier family 7 (amino acid transporter light chain, y+L system), member 6","hs|16q22.1"
"ENST00000219345","+","PLA2G15","phospholipase A2, group XV","hs|16q22.1"
"ENST00000219368","-","FA2H","fatty acid 2-hydroxylase","hs|16q23.1"
"ENST00000219400","-","C16orf61","chromosome 16 open reading frame 61","hs|16q23.2"
"ENST00000219439","-","HSDL1","hydroxysteroid dehydrogenase like 1","hs|16q23.3"
"ENST00000219454","+","WFDC1","WAP four-disulfide core domain 1","hs|16q24.1"
"ENST00000219473","+","USP10","ubiquitin specific peptidase 10","hs|16q24.1"
"ENST00000219478","-","ZNF500","zinc finger protein 500","hs|16p13.3"
"ENST00000219535","+","FAM173A","family with sequence similarity 173, member A","hs|16p13.3"
"ENST00000219542","+","METRN","meteorin, glial cell differentiation regulator","hs|16p13.3"
"ENST00000219548","+","STUB1","STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase","hs|16p13.3"
"ENST00000219551","+","RHBDL1","rhomboid, veinlet-like 1 (Drosophila)","hs|16p13.3"
"ENST00000219611","+","SOLH","small optic lobes homolog (Drosophila)","hs|16p13.3"
"ENST00000219660","+","AQP8","aquaporin 8","hs|16p12.1"
"ENST00000219689","-","USP31","ubiquitin specific peptidase 31","hs|16p12.2"
"ENST00000219689","-","USP31","ubiquitin specific peptidase 31","hs|16p12.2"
"ENST00000219746","-","TOX3","TOX high mobility group box family member 3","hs|16q12.1"
"ENST00000219771","+","QPRT","quinolinate phosphoribosyltransferase","hs|16p11.2"
"ENST00000219771","+","QPRT","quinolinate phosphoribosyltransferase","hs|16p11.2"
"ENST00000219833","+","SLC6A2","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2","hs|16q12.2"
"ENST00000219837","-","C16orf88","chromosome 16 open reading frame 88","hs|16p12.3"
"ENST00000219919","+","AQP9","aquaporin 9","hs|15q21.3"
"ENST00000220058","-","MTFMT","mitochondrial methionyl-tRNA formyltransferase","hs|15q22.31"
"ENST00000220062","-","RASL12","RAS-like, family 12","hs|15q22.31"
"ENST00000220420","-","TGM5","transglutaminase 5","hs|15q15.2"
"ENST00000220496","-","DNAJC17","DnaJ (Hsp40) homolog, subfamily C, member 17","hs|15q15.1"
"ENST00000220507","-","RHOV","ras homolog gene family, member V","hs|15q15.1"
"ENST00000220507","-","RHOV","ras homolog gene family, member V","hs|15q15.1"
"ENST00000220509","+","VPS18","vacuolar protein sorting 18 homolog (S. cerevisiae)","hs|15q15.1"
"ENST00000220514","-","OIP5","Opa interacting protein 5","hs|15q15.1"
"ENST00000220531","+","PLDN","pallidin homolog (mouse)","hs|15q21.1"
"ENST00000220531","+","PLDN","pallidin homolog (mouse)","hs|15q21.1"
"ENST00000220531","+","PLDN","pallidin homolog (mouse)","hs|15q21.1"
"ENST00000220531","+","PLDN","pallidin homolog (mouse)","hs|15q21.1"
"ENST00000220562","+","EXTL3","exostoses (multiple)-like 3","hs|8p21.1"
"ENST00000220597","-","PAG1","phosphoprotein associated with glycosphingolipid microdomains 1","hs|8q21.13"
"ENST00000220616","+","TG","thyroglobulin","hs|8q24.22"
"ENST00000220659","-","BRF2","BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like","hs|8p11.23"
"ENST00000220676","+","RP1","retinitis pigmentosa 1 (autosomal dominant)","hs|8q12.1"
"ENST00000220751","+","RIPK2","receptor-interacting serine-threonine kinase 2","hs|8q21.3"
"ENST00000220763","+","PGCP","plasma glutamate carboxypeptidase","hs|8q22.1"
"ENST00000220772","-","SFRP1","secreted frizzled-related protein 1","hs|8p11.21"
"ENST00000220772","-","SFRP1","secreted frizzled-related protein 1","hs|8p11.21"
"ENST00000220812","-","DKK4","dickkopf homolog 4 (Xenopus laevis)","hs|8p11.21"
"ENST00000220853","+","TTC35","tetratricopeptide repeat domain 35","hs|8q23.1"
"ENST00000220913","+","CHRAC1","chromatin accessibility complex 1","hs|8q24.3"
"ENST00000220940","+","GML","glycosylphosphatidylinositol anchored molecule like protein","hs|8q24.3"
"ENST00000220966","-","PYCRL","pyrroline-5-carboxylate reductase-like","hs|8q24.3"
"ENST00000220966","-","PYCRL","pyrroline-5-carboxylate reductase-like","hs|8q24.3"
"ENST00000221086","+","MTMR9","myotubularin related protein 9","hs|8p23.1"
"ENST00000221200","-","KCTD9","potassium channel tetramerisation domain containing 9","hs|8p21.2"
"ENST00000221233","-","EXOSC5","exosome component 5","hs|19q13.2"
"ENST00000221264","-","PLAUR","plasminogen activator, urokinase receptor","hs|19q13.31"
"ENST00000221307","+","CYP4F3","cytochrome P450, family 4, subfamily F, polypeptide 3","hs|19p13.12"
"ENST00000221315","-","ZNF432","zinc finger protein 432","hs|19q13.41"
"ENST00000221327","-","ZNF180","zinc finger protein 180","hs|19q13.31"
"ENST00000221399","-","TULP2","tubby like protein 2","hs|19q13.33"
"ENST00000221418","-","ECH1","enoyl CoA hydratase 1, peroxisomal","hs|19q13.2"
"ENST00000221444","-","KCNA7","potassium voltage-gated channel, shaker-related subfamily, member 7","hs|19q13.33"
"ENST00000221444","-","KCNA7","potassium voltage-gated channel, shaker-related subfamily, member 7","hs|19q13.33"
"ENST00000221452","+","RELB","v-rel reticuloendotheliosis viral oncogene homolog B","hs|19q13.32"
"ENST00000221462","+","PPP1R37","protein phosphatase 1, regulatory subunit 37","hs|19q13.32"
"ENST00000221462","+","PPP1R37","protein phosphatase 1, regulatory subunit 37","hs|19q13.32"
"ENST00000221476","-","CKM","creatine kinase, muscle","hs|19q13.32"
"ENST00000221480","-","PEX11G","peroxisomal biogenesis factor 11 gamma","hs|19p13.2"
"ENST00000221486","+","RNASEH2A","ribonuclease H2, subunit A","hs|19p13.2"
"ENST00000221494","+","SF3A2","splicing factor 3a, subunit 2, 66kDa","hs|19p13.3"
"ENST00000221496","+","AMH","anti-Mullerian hormone","hs|19p13.3"
"ENST00000221498","+","DKKL1","dickkopf-like 1","hs|19q13.33"
"ENST00000221515","+","RETN","resistin","hs|19p13.2"
"ENST00000221538","-","RSPH6A","radial spoke head 6 homolog A (Chlamydomonas)","hs|19q13.32"
"ENST00000221538","-","RSPH6A","radial spoke head 6 homolog A (Chlamydomonas)","hs|19q13.32"
"ENST00000221543","+","TBC1D17","TBC1 domain family, member 17","hs|19q13.33"
"ENST00000221554","+","CCDC130","coiled-coil domain containing 130","hs|19p13.2"
"ENST00000221561","-","AES","amino-terminal enhancer of split","hs|19p13.3"
"ENST00000221561","-","AES","amino-terminal enhancer of split","hs|19p13.3"
"ENST00000221561","-","AES","amino-terminal enhancer of split","hs|19p13.3"
"ENST00000221566","-","SGTA","small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha","hs|19p13.3"
"ENST00000221566","-","SGTA","small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha","hs|19p13.3"
"ENST00000221573","+","SNAPC2","small nuclear RNA activating complex, polypeptide 2, 45kDa","hs|19p13.2"
"ENST00000221576","+","C19orf53","chromosome 19 open reading frame 53","hs|19p13.2"
"ENST00000221665","-","FIZ1","FLT3-interacting zinc finger 1","hs|19q13.42"
"ENST00000221671","+","C19orf44","chromosome 19 open reading frame 44","hs|19p13.11"
"ENST00000221784","+","PDCD5","programmed cell death 5","hs|19q13.11"
"ENST00000221797","+","LGALS13","lectin, galactoside-binding, soluble, 13","hs|19q13.2"
"ENST00000221801","-","FBL","fibrillarin","hs|19q13.2"
"ENST00000221801","-","FBL","fibrillarin","hs|19q13.2"
"ENST00000221804","-","CLC","Charcot-Leyden crystal protein","hs|19q13.2"
"ENST00000221818","-","CNTD2","cyclin N-terminal domain containing 2","hs|19q13.2"
"ENST00000221847","+","EBI3","Epstein-Barr virus induced 3","hs|19p13.3"
"ENST00000221847","+","EBI3","Epstein-Barr virus induced 3","hs|19p13.3"
"ENST00000221855","+","TBCB","tubulin folding cofactor B","hs|19q13.12"
"ENST00000221856","+","FSD1","fibronectin type III and SPRY domain containing 1","hs|19p13.3"
"ENST00000221859","-","POLR2I","polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa","hs|19q13.12"
"ENST00000221899","-","C19orf29","chromosome 19 open reading frame 29","hs|19p13.3"
